5, 23, 35, 36, 57, 53, 32, 55, 25, 58, 27, 50, 47, 45, 34, 20, 51, 42, 60, 43, 15, 7, 31, 22, 61, 14, 10, 29, 17, 39, 0, 4, 19, 59, 40, 38, 28, 8, 30, 6, 21, 24, 44, 46, 54, 16, 56, 37, 33, 1, 13, 48, 12, 3, 49, 18, 2, 41, 62, 63, 26, 52, 9, 11
17, 18, 4, 61, 47, 21, 57, 51, 39, 10, 9, 59, 14, 60, 36, 44, 58, 46, 55, 11, 7, 27, 25, 32, 49, 19, 56, 63, 0, 34, 16, 37, 62, 54, 31, 28, 53, 42, 26, 38, 45, 5, 2, 40, 50, 20, 29, 52, 23, 41, 24, 48, 15, 6, 8, 43, 33, 30, 13, 35, 12, 1, 3, 22
56, 6, 57, 1, 31, 10, 40, 52, 25, 38, 44, 58, 35, 48, 32, 54, 9, 37, 21, 33, 8, 50, 34, 14, 4, 22, 62, 26, 51, 61, 60, 2, 30, 5, 39, 0, 11, 20, 24, 7, 15, 43, 47, 29, 16, 12, 46, 63, 18, 28, 19, 45, 23, 49, 36, 13, 27, 55, 53, 42, 59, 41, 17, 3
25, 35, 33, 34, 2, 46, 50, 51, 0, 29, 45, 22, 10, 30, 27, 62, 54, 19, 23, 28, 20, 12, 40, 63, 13, 52, 6, 24, 7, 14, 48, 16, 61, 57, 3, 38, 49, 53, 56, 5, 47, 36, 26, 18, 55, 9, 15, 17, 1, 42, 59, 21, 44, 39, 41, 4, 8, 43, 31, 32, 58, 11, 60, 37
8, 60, 32, 20, 6, 2, 56, 22, 0, 49, 62, 1, 33, 4, 5, 25, 59, 23, 17, 35, 45, 57, 21, 34, 52, 10, 16, 51, 28, 27, 14, 50, 63, 30, 9, 7, 36, 26, 46, 3, 15, 31, 24, 13, 41, 38, 61, 58, 11, 47, 48, 43, 44, 39, 54, 37, 53, 12, 29, 55, 40, 18, 42, 19
50, 38, 18, 52, 34, 23, 46, 36, 45, 14, 55, 7, 28, 27, 61, 19, 0, 25, 51, 54, 37, 63, 3, 17, 10, 26, 35, 42, 30, 16, 12, 40, 13, 1, 21, 5, 39, 8, 6, 58, 9, 53, 41, 47, 43, 11, 62, 56, 15, 33, 48, 29, 24, 20, 4, 32, 59, 60, 57, 2, 31, 49, 22, 44
21, 42, 55, 62, 51, 19, 6, 46, 23, 33, 7, 20, 38, 2, 30, 43, 8, 10, 32, 50, 54, 9, 13, 44, 28, 59, 17, 39, 22, 14, 53, 37, 60, 24, 47, 26, 58, 12, 27, 1, 15, 5, 56, 29, 49, 52, 16, 3, 45, 18, 4, 57, 25, 11, 36, 0, 63, 61, 40, 31, 41, 48, 34, 35
63, 30, 40, 47, 14, 51, 3, 23, 10, 28, 41, 32, 1, 43, 26, 7, 29, 35, 38, 17, 25, 50, 24, 16, 12, 4, 20, 55, 42, 60, 13, 46, 2, 59, 22, 9, 49, 53, 8, 0, 6, 56, 57, 44, 18, 31, 62, 15, 39, 33, 5, 58, 19, 21, 11, 34, 36, 37, 61, 27, 54, 48, 45, 52
55, 27, 33, 11, 42, 2, 46, 50, 5, 16, 7, 63, 36, 29, 23, 39, 20, 8, 41, 61, 1, 52, 21, 25, 0, 49, 44, 58, 43, 4, 48, 54, 26, 34, 35, 10, 12, 9, 14, 3, 13, 24, 32, 17, 38, 57, 31, 22, 28, 59, 51, 62, 18, 53, 40, 45, 56, 6, 30, 15, 47, 19, 37, 60
49, 53, 25, 30, 22, 4, 47, 50, 32, 10, 56, 54, 27, 28, 42, 2, 48, 46, 34, 39, 16, 61, 57, 0, 63, 24, 15, 41, 23, 58, 19, 43, 51, 18, 33, 8, 60, 37, 5, 17, 6, 11, 21, 13, 3, 59, 36, 26, 62, 14, 44, 55, 38, 20, 35, 1, 12, 40, 29, 31, 45, 52, 7, 9
63, 5, 48, 54, 24, 22, 38, 34, 39, 33, 59, 51, 50, 6, 61, 14, 46, 29, 36, 53, 20, 58, 43, 17, 40, 18, 21, 25, 9, 28, 52, 49, 56, 45, 30, 2, 8, 11, 35, 57, 23, 16, 62, 41, 60, 0, 7, 55, 31, 44, 27, 15, 19, 3, 12, 13, 1, 26, 42, 4, 10, 47, 32, 37
5, 56, 10, 24, 34, 12, 58, 25, 4, 40, 38, 47, 48, 29, 49, 1, 45, 8, 17, 2, 9, 23, 21, 53, 46, 35, 54, 13, 41, 26, 22, 44, 60, 62, 43, 61, 0, 15, 16, 63, 37, 28, 7, 32, 39, 3, 33, 20, 18, 6, 42, 31, 19, 30, 55, 50, 36, 14, 27, 11, 59, 52, 51, 57
35, 6, 9, 24, 59, 13, 62, 60, 40, 0, 21, 37, 10, 52, 16, 11, 38, 61, 49, 14, 26, 41, 31, 17, 20, 28, 45, 36, 46, 19, 7, 4, 63, 3, 51, 22, 32, 15, 53, 48, 56, 55, 57, 58, 23, 33, 54, 1, 44, 30, 8, 42, 18, 34, 43, 39, 50, 29, 25, 47, 5, 12, 27, 2
52, 59, 60, 25, 49, 57, 7, 22, 47, 14, 33, 53, 45, 19, 48, 61, 3, 0, 6, 27, 34, 26, 30, 36, 28, 12, 35, 13, 54, 10, 37, 46, 24, 44, 43, 32, 16, 58, 4, 2, 29, 15, 8, 63, 40, 51, 42, 1, 17, 55, 11, 50, 23, 62, 56, 39, 18, 41, 38, 5, 21, 31, 9, 20
50, 0, 51, 54, 47, 57, 61, 42, 18, 55, 58, 37, 49, 39, 30, 12, 17, 43, 26, 20, 23, 52, 41, 7, 45, 8, 34, 59, 36, 24, 63, 27, 40, 2, 3, 56, 5, 29, 22, 9, 6, 48, 44, 53, 21, 35, 28, 31, 19, 4, 38, 33, 10, 11, 46, 32, 1, 25, 60, 15, 62, 13, 14, 16
27, 8, 36, 23, 10, 30, 38, 2, 28, 44, 41, 13, 0, 34, 4, 17, 62, 51, 37, 53, 63, 31, 18, 57, 55, 29, 5, 20, 35, 12, 15, 24, 47, 43, 19, 11, 40, 9, 56, 22, 45, 32, 3, 21, 46, 26, 33, 49, 1, 25, 7, 59, 60, 50, 54, 61, 42, 16, 6, 39, 48, 52, 58, 14
0, 29, 50, 19, 31, 28, 2, 35, 24, 54, 21, 11, 33, 30, 39, 18, 26, 62, 17, 59, 7, 5, 9, 44, 63, 48, 8, 51, 57, 61, 60, 43, 10, 45, 40, 56, 14, 22, 37, 3, 42, 36, 1, 20, 52, 27, 38, 53, 25, 15, 58, 12, 23, 47, 6, 4, 16, 32, 46, 41, 49, 55, 13, 34
36, 11, 47, 10, 34, 44, 38, 37, 42, 14, 6, 57, 0, 2, 27, 7, 32, 40, 23, 17, 4, 53, 48, 33, 1, 49, 29, 39, 22, 41, 18, 8, 58, 55, 5, 12, 25, 54, 3, 20, 43, 59, 35, 52, 61, 24, 28, 46, 50, 21, 19, 60, 30, 56, 15, 16, 9, 45, 62, 13, 63, 31, 26, 51
0, 20, 43, 1, 48, 7, 19, 15, 9, 40, 45, 63, 12, 42, 23, 27, 21, 30, 28, 37, 39, 10, 50, 5, 62, 35, 54, 56, 61, 52, 22, 58, 26, 38, 57, 55, 3, 59, 25, 31, 33, 60, 14, 2, 11, 13, 6, 46, 17, 24, 51, 32, 4, 18, 53, 34, 49, 16, 36, 41, 29, 47, 44, 8
13, 9, 24, 11, 41, 61, 40, 35, 16, 43, 1, 62, 57, 7, 14, 56, 60, 50, 5, 23, 18, 53, 59, 34, 31, 17, 22, 26, 51, 47, 10, 38, 42, 36, 3, 37, 29, 39, 6, 0, 4, 30, 52, 12, 20, 48, 32, 15, 44, 46, 2, 55, 33, 25, 8, 21, 63, 49, 58, 45, 19, 54, 27, 28
45, 33, 34, 17, 63, 23, 22, 2, 39, 13, 5, 35, 7, 42, 48, 59, 30, 61, 52, 40, 27, 18, 51, 58, 36, 4, 25, 8, 31, 3, 24, 53, 38, 0, 11, 26, 9, 54, 41, 29, 32, 50, 62, 37, 19, 21, 10, 6, 49, 14, 28, 12, 15, 20, 47, 55, 60, 1, 56, 44, 43, 46, 16, 57
27, 39, 22, 47, 36, 31, 7, 2, 42, 25, 35, 10, 32, 60, 11, 21, 59, 29, 54, 53, 49, 6, 41, 16, 0, 48, 51, 23, 18, 58, 61, 12, 33, 37, 34, 4, 57, 20, 62, 28, 19, 55, 56, 14, 50, 43, 38, 5, 15, 44, 17, 63, 30, 46, 24, 45, 52, 1, 9, 8, 40, 3, 13, 26
63, 19, 47, 8, 40, 0, 54, 42, 59, 52, 5, 35, 12, 23, 18, 33, 55, 29, 11, 14, 48, 15, 20, 53, 30, 26, 17, 45, 57, 43, 58, 24, 61, 16, 49, 39, 51, 21, 6, 60, 25, 3, 36, 41, 56, 7, 28, 22, 50, 13, 27, 4, 38, 32, 37, 44, 34, 2, 1, 10, 62, 46, 31, 9
14, 16, 44, 30, 52, 58, 29, 19, 24, 38, 5, 12, 28, 42, 26, 43, 37, 10, 15, 34, 61, 17, 2, 59, 18, 23, 8, 50, 57, 1, 20, 27, 51, 40, 0, 47, 32, 11, 21, 45, 46, 39, 25, 35, 49, 55, 9, 31, 41, 33, 48, 62, 56, 3, 22, 6, 13, 36, 63, 7, 4, 53, 54, 60
5, 24, 58, 6, 18, 57, 56, 41, 61, 3, 45, 0, 16, 22, 49, 52, 38, 8, 27, 40, 15, 2, 19, 29, 11, 53, 25, 37, 35, 59, 46, 33, 20, 26, 48, 32, 28, 50, 31, 42, 21, 14, 55, 12, 30, 43, 17, 54, 9, 13, 10, 36, 1, 7, 34, 44, 63, 4, 60, 39, 51, 62, 47, 23
10, 45, 37, 36, 27, 34, 50, 22, 57, 26, 33, 32, 31, 35, 23, 38, 52, 9, 28, 62, 59, 3, 20, 12, 25, 49, 58, 18, 8, 42, 7, 41, 14, 2, 6, 63, 56, 29, 48, 4, 53, 19, 60, 44, 5, 1, 24, 55, 17, 39, 30, 0, 61, 40, 13, 43, 47, 11, 51, 16, 15, 46, 21, 54
37, 48, 12, 1, 43, 58, 42, 26, 24, 38, 34, 50, 32, 10, 36, 57, 28, 53, 6, 8, 19, 40, 7, 13, 27, 4, 52, 0, 11, 25, 51, 33, 5, 35, 61, 41, 55, 56, 3, 9, 21, 22, 39, 16, 59, 63, 47, 2, 54, 31, 29, 46, 49, 20, 44, 30, 23, 18, 45, 60, 62, 15, 17, 14
54, 26, 39, 14, 4, 36, 61, 23, 34, 6, 10, 46, 60, 17, 38, 63, 42, 35, 12, 58, 56, 7, 18, 43, 24, 55, 51, 41, 25, 9, 19, 3, 40, 5, 2, 62, 48, 16, 59, 33, 44, 22, 28, 32, 52, 31, 27, 1, 11, 57, 8, 13, 53, 15, 47, 50, 30, 21, 0, 29, 45, 49, 20, 37
37, 15, 46, 10, 34, 35, 23, 44, 19, 48, 45, 53, 43, 57, 26, 1, 17, 32, 2, 13, 59, 4, 42, 20, 8, 60, 36, 31, 21, 49, 14, 39, 16, 5, 51, 50, 54, 25, 63, 6, 41, 55, 11, 29, 56, 7, 0, 22, 24, 18, 40, 58, 47, 52, 33, 3, 12, 38, 27, 62, 28, 61, 9, 30
36, 37, 51, 35, 60, 29, 55, 24, 11, 28, 4, 40, 25, 23, 32, 42, 56, 47, 19, 33, 8, 57, 26, 58, 5, 13, 14, 44, 50, 18, 34, 21, 0, 62, 2, 9, 3, 30, 53, 49, 6, 63, 43, 20, 45, 1, 59, 38, 46, 31, 61, 7, 10, 22, 52, 15, 41, 12, 27, 48, 39, 54, 17, 16
42, 26, 24, 54, 41, 35, 52, 43, 30, 19, 23, 16, 46, 60, 5, 2, 17, 61, 63, 4, 50, 15, 9, 40, 56, 33, 22, 32, 45, 47, 11, 44, 7, 36, 34, 3, 31, 14, 55, 37, 8, 12, 51, 62, 38, 25, 29, 53, 0, 57, 13, 27, 20, 39, 49, 58, 48, 1, 10, 6, 18, 28, 59, 21
14, 20, 38, 34, 24, 61, 33, 62, 44, 55, 49, 59, 15, 0, 45, 50, 30, 2, 28, 46, 17, 3, 5, 23, 53, 56, 41, 57, 63, 35, 36, 29, 27, 8, 1, 26, 11, 48, 22, 21, 7, 51, 18, 42, 40, 19, 54, 47, 25, 12, 4, 39, 13, 31, 60, 10, 43, 37, 58, 6, 32, 9, 16, 52
60, 20, 32, 43, 6, 8, 41, 61, 23, 48, 27, 57, 18, 47, 21, 49, 13, 55, 34, 62, 45, 39, 50, 31, 59, 56, 29, 26, 0, 44, 7, 19, 53, 25, 58, 9, 14, 52, 10, 40, 51, 1, 22, 11, 33, 12, 42, 30, 63, 35, 2, 16, 36, 5, 24, 17, 15, 28, 3, 38, 4, 37, 46, 54
54, 63, 28, 21, 20, 41, 9, 12, 3, 0, 62, 25, 44, 24, 45, 16, 32, 59, 15, 48, 49, 56, 57, 35, 17, 43, 5, 58, 26, 52, 55, 11, 19, 2, 47, 46, 34, 7, 8, 23, 50, 18, 60, 22, 38, 37, 29, 42, 10, 33, 1, 53, 39, 36, 13, 27, 14, 30, 61, 6, 51, 4, 31, 40
40, 63, 49, 34, 35, 31, 15, 41, 59, 62, 20, 30, 11, 28, 38, 57, 7, 2, 55, 22, 61, 58, 14, 48, 51, 44, 16, 33, 29, 18, 32, 24, 53, 26, 12, 43, 39, 27, 0, 10, 25, 37, 4, 36, 3, 13, 9, 54, 6, 5, 45, 21, 60, 42, 23, 17, 8, 52, 46, 1, 19, 56, 47, 50
42, 33, 20, 22, 18, 62, 53, 51, 49, 8, 57, 27, 41, 38, 63, 47, 9, 35, 45, 5, 46, 36, 48, 56, 23, 54, 17, 16, 60, 26, 10, 13, 24, 59, 6, 43, 19, 50, 29, 12, 25, 2, 4, 15, 61, 31, 39, 32, 14, 55, 44, 37, 30, 3, 40, 28, 34, 11, 1, 21, 7, 58, 52, 0
63, 25, 38, 43, 46, 42, 57, 20, 16, 11, 26, 41, 9, 21, 5, 14, 24, 7, 61, 27, 1, 40, 32, 45, 15, 10, 39, 17, 50, 58, 37, 23, 33, 47, 0, 29, 13, 36, 59, 44, 60, 35, 12, 56, 52, 8, 53, 49, 55, 48, 30, 28, 22, 3, 51, 34, 19, 6, 54, 2, 18, 31, 4, 62
55, 8, 3, 45, 28, 37, 4, 2, 27, 54, 24, 59, 60, 15, 38, 49, 62, 34, 9, 10, 48, 50, 13, 32, 30, 46, 22, 40, 29, 51, 61, 17, 11, 42, 47, 31, 7, 33, 26, 44, 16, 36, 63, 35, 25, 19, 56, 21, 20, 53, 1, 57, 52, 6, 39, 58, 23, 12, 43, 14, 0, 41, 5, 18
52, 4, 13, 31, 57, 47, 9, 1, 45, 28, 56, 43, 26, 40, 62, 19, 2, 54, 44, 46, 51, 61, 7, 20, 55, 12, 11, 60, 41, 27, 0, 53, 48, 63, 16, 17, 36, 22, 6, 15, 24, 25, 18, 50, 33, 37, 35, 23, 29, 10, 39, 8, 38, 59, 21, 14, 42, 58, 32, 5, 3, 49, 30, 34
4, 40, 17, 9, 49, 50, 35, 32, 10, 61, 2, 38, 21, 14, 55, 11, 28, 42, 8, 16, 22, 43, 7, 52, 48, 0, 53, 12, 18, 36, 20, 23, 24, 19, 6, 58, 39, 45, 30, 37, 46, 63, 33, 13, 29, 25, 47, 15, 26, 57, 27, 60, 3, 41, 31, 1, 51, 44, 56, 59, 54, 5, 34, 62
62, 41, 44, 35, 52, 27, 23, 49, 40, 61, 17, 33, 36, 6, 25, 26, 19, 0, 31, 20, 42, 9, 39, 37, 59, 56, 2, 54, 38, 28, 15, 14, 55, 43, 10, 13, 57, 1, 48, 5, 50, 18, 4, 8, 30, 53, 29, 16, 32, 21, 63, 3, 60, 12, 7, 45, 58, 11, 22, 46, 34, 47, 51, 24
3, 29, 22, 51, 30, 8, 41, 57, 32, 4, 49, 0, 33, 60, 62, 44, 23, 39, 37, 5, 14, 24, 16, 35, 17, 28, 7, 58, 31, 2, 63, 26, 53, 18, 25, 43, 50, 15, 42, 20, 6, 52, 11, 54, 34, 27, 21, 40, 61, 12, 47, 36, 56, 48, 59, 46, 9, 1, 13, 38, 45, 55, 19, 10
11, 29, 52, 22, 10, 13, 51, 27, 48, 36, 40, 0, 20, 43, 61, 16, 63, 53, 47, 30, 62, 45, 58, 28, 37, 15, 44, 46, 57, 56, 59, 42, 60, 7, 9, 24, 14, 50, 3, 32, 18, 55, 23, 35, 49, 12, 4, 54, 41, 6, 33, 34, 25, 17, 26, 38, 39, 2, 21, 31, 8, 5, 19, 1
56, 17, 52, 60, 7, 0, 14, 5, 28, 49, 9, 37, 1, 10, 40, 55, 12, 21, 20, 16, 53, 59, 25, 41, 38, 32, 30, 15, 50, 61, 27, 23, 58, 26, 8, 54, 2, 44, 36, 46, 18, 45, 34, 29, 63, 35, 11, 19, 48, 22, 4, 31, 42, 62, 57, 47, 43, 51, 6, 33, 3, 13, 39, 24
28, 54, 56, 20, 40, 13, 32, 16, 43, 47, 49, 7, 10, 17, 63, 22, 6, 21, 24, 5, 4, 59, 51, 39, 34, 19, 2, 41, 26, 12, 45, 14, 36, 18, 55, 37, 62, 44, 25, 11, 8, 0, 42, 23, 31, 52, 9, 1, 33, 15, 35, 57, 46, 48, 60, 61, 58, 3, 27, 29, 38, 53, 30, 50
21, 48, 35, 19, 60, 26, 29, 59, 62, 1, 45, 44, 18, 37, 53, 57, 49, 55, 33, 3, 24, 16, 7, 2, 34, 39, 22, 58, 28, 8, 46, 36, 47, 56, 38, 25, 17, 42, 27, 31, 9, 52, 11, 61, 43, 40, 4, 0, 54, 63, 30, 14, 15, 13, 12, 6, 23, 41, 50, 32, 10, 20, 51, 5
57, 63, 25, 53, 38, 54, 42, 1, 21, 9, 23, 58, 43, 47, 32, 45, 39, 3, 36, 26, 19, 33, 28, 11, 56, 4, 15, 8, 14, 16, 51, 24, 18, 6, 13, 49, 22, 61, 40, 29, 17, 44, 48, 50, 30, 31, 12, 41, 55, 34, 2, 59, 10, 35, 20, 37, 0, 62, 7, 27, 46, 5, 52, 60
47, 39, 27, 45, 59, 18, 29, 57, 5, 23, 25, 15, 36, 8, 31, 24, 62, 12, 11, 3, 9, 4, 13, 38, 44, 41, 54, 49, 26, 46, 52, 19, 21, 33, 55, 43, 51, 10, 14, 37, 1, 32, 7, 17, 0, 6, 34, 53, 30, 22, 63, 48, 61, 42, 50, 60, 56, 20, 40, 58, 28, 16, 2, 35
21, 2, 5, 19, 50, 9, 16, 55, 51, 17, 14, 23, 15, 36, 7, 26, 18, 4, 27, 41, 57, 44, 59, 24, 46, 10, 29, 3, 28, 53, 38, 48, 60, 13, 6, 61, 56, 42, 62, 31, 47, 12, 52, 25, 22, 54, 8, 43, 1, 63, 39, 20, 35, 40, 34, 45, 0, 33, 11, 49, 30, 37, 32, 58
59, 42, 7, 20, 51, 31, 24, 37, 46, 52, 55, 22, 3, 28, 26, 58, 8, 41, 43, 32, 23, 49, 38, 56, 60, 62, 15, 18, 30, 54, 6, 2, 61, 45, 5, 44, 57, 33, 19, 27, 40, 48, 47, 1, 11, 63, 21, 13, 4, 17, 0, 35, 25, 9, 53, 34, 36, 29, 12, 14, 39, 50, 10, 16
41, 34, 39, 38, 8, 31, 23, 12, 54, 5, 28, 51, 9, 19, 1, 43, 11, 50, 57, 44, 27, 33, 0, 49, 25, 24, 10, 37, 22, 63, 60, 45, 48, 35, 46, 3, 13, 7, 59, 18, 52, 20, 58, 17, 62, 36, 4, 42, 47, 14, 30, 15, 29, 2, 6, 55, 26, 32, 56, 53, 16, 61, 21, 40
35, 20, 60, 54, 13, 27, 0, 39, 31, 45, 21, 61, 36, 30, 29, 9, 14, 5, 49, 22, 8, 4, 24, 3, 58, 17, 19, 44, 11, 38, 52, 53, 32, 2, 33, 26, 59, 56, 34, 25, 46, 55, 62, 18, 57, 41, 1, 47, 40, 50, 43, 10, 12, 7, 6, 37, 51, 48, 16, 42, 28, 63, 23, 15
57, 41, 11, 48, 56, 18, 20, 50, 23, 52, 15, 43, 63, 37, 40, 21, 8, 29, 3, 4, 12, 14, 45, 38, 25, 53, 19, 32, 16, 39, 35, 42, 5, 31, 36, 62, 54, 49, 9, 44, 13, 28, 7, 24, 59, 10, 34, 2, 60, 51, 0, 33, 58, 46, 22, 17, 61, 27, 1, 47, 6, 30, 55, 26
12, 58, 54, 18, 47, 11, 9, 0, 1, 14, 30, 28, 39, 51, 42, 21, 8, 50, 63, 36, 2, 35, 37, 55, 4, 53, 57, 22, 17, 13, 7, 15, 5, 32, 33, 46, 23, 3, 52, 31, 24, 60, 59, 56, 45, 43, 48, 41, 29, 38, 16, 6, 40, 61, 49, 19, 20, 26, 62, 44, 27, 10, 34, 25
